item_id,template_family,paraphrase_group,option_A_benefit_magnitude,option_A_harm_magnitude,option_A_benefit_probability,option_A_temporal_delay,option_A_directness_of_harm,option_A_beneficiary_identified,option_A_consent_of_harmed_party,option_A_reversibility_of_harm,option_B_benefit_magnitude,option_B_harm_magnitude,option_B_benefit_probability,option_B_temporal_delay,option_B_directness_of_harm,option_B_beneficiary_identified,option_B_consent_of_harmed_party,option_B_reversibility_of_harm,option_order,delta_benefit_magnitude,delta_harm_magnitude,delta_benefit_probability,delta_temporal_delay,delta_directness_of_harm,delta_beneficiary_identified,delta_consent_of_harmed_party,delta_reversibility_of_harm,anchor_flag
cand_0326,direct_harm_tradeoff,pg_0326,10,10,0.2,0,1,1,1,1,10,10,0.2,100,0,1,1,1,AB,0,0,0.0,-100,1,0,0,0,False
cand_0327,rescue_triage,pg_0327,10,10,1.0,0,0,1,1,0,1000,1,1.0,100,0,0,0,0,BA,-990,9,0.0,-100,0,1,1,0,False
cand_0328,policy_prevention,pg_0328,10,0,1.0,100,1,0,0,0,1000,10,1.0,10,1,1,0,0,BA,-990,-10,0.0,90,0,-1,0,0,False
cand_0329,direct_harm_tradeoff,pg_0329,1000,10,0.5,10,0,0,1,1,10,10,1.0,0,1,0,1,0,BA,990,0,-0.5,10,-1,0,0,1,False
cand_0330,rescue_triage,pg_0330,1000,1,0.5,0,0,0,1,0,1000,1,0.5,100,1,0,0,0,BA,0,0,0.0,-100,-1,0,1,0,False
cand_0331,policy_prevention,pg_0331,100,1,1.0,0,0,0,1,1,10,1,0.5,10,0,1,1,0,AB,90,0,0.5,-10,0,-1,0,1,False
cand_0332,direct_harm_tradeoff,pg_0332,100,1,0.2,0,1,1,0,0,10,1,0.5,0,1,1,1,1,BA,90,0,-0.3,0,0,0,-1,-1,False
cand_0333,rescue_triage,pg_0333,100,1,1.0,0,0,1,1,1,1000,0,0.5,100,1,0,0,0,AB,-900,1,0.5,-100,-1,1,1,1,False
cand_0334,policy_prevention,pg_0334,1000,1,0.5,10,1,0,1,0,100,0,0.5,100,1,1,0,0,BA,900,1,0.0,-90,0,-1,1,0,False
cand_0335,direct_harm_tradeoff,pg_0335,100,10,0.5,0,1,1,0,1,1000,10,0.5,10,0,1,0,0,AB,-900,0,0.0,-10,1,0,0,1,False
cand_0336,rescue_triage,pg_0336,10,10,0.2,0,1,1,0,1,1000,10,0.2,0,1,0,0,1,AB,-990,0,0.0,0,0,1,0,0,False
cand_0337,policy_prevention,pg_0337,10,1,0.5,100,0,1,1,0,1000,1,0.5,100,1,0,0,1,AB,-990,0,0.0,0,-1,1,1,-1,False
cand_0338,direct_harm_tradeoff,pg_0338,10,1,1.0,0,0,0,0,0,10,10,0.2,10,1,1,0,1,BA,0,-9,0.8,-10,-1,-1,0,-1,False
cand_0339,rescue_triage,pg_0339,10,1,0.2,10,1,1,0,1,1000,1,0.5,100,1,1,1,1,BA,-990,0,-0.3,-90,0,0,-1,0,False
cand_0340,policy_prevention,pg_0340,100,1,1.0,10,0,1,0,1,100,1,1.0,0,1,1,1,1,AB,0,0,0.0,10,-1,0,-1,0,False
cand_0341,direct_harm_tradeoff,pg_0341,10,10,1.0,100,1,1,1,1,10,10,0.2,10,1,1,0,1,AB,0,0,0.8,90,0,0,1,0,False
cand_0342,rescue_triage,pg_0342,10,0,1.0,0,0,0,0,0,1000,1,1.0,100,1,1,1,0,BA,-990,-1,0.0,-100,-1,-1,-1,0,False
cand_0343,policy_prevention,pg_0343,10,10,1.0,100,1,0,0,1,100,1,0.5,100,1,1,1,0,AB,-90,9,0.5,0,0,-1,-1,1,False
cand_0344,direct_harm_tradeoff,pg_0344,100,1,0.2,0,1,0,0,1,100,1,1.0,0,1,1,1,0,BA,0,0,-0.8,0,0,-1,-1,1,False
cand_0345,rescue_triage,pg_0345,100,0,0.2,100,0,1,0,0,10,1,0.2,10,1,0,1,0,AB,90,-1,0.0,90,-1,1,-1,0,False
cand_0346,policy_prevention,pg_0346,10,1,0.5,100,1,1,0,0,1000,10,0.5,100,0,0,1,0,AB,-990,-9,0.0,0,1,1,-1,0,False
cand_0347,direct_harm_tradeoff,pg_0347,1000,1,0.5,10,1,0,0,1,1000,10,0.5,100,0,0,1,1,AB,0,-9,0.0,-90,1,0,-1,0,False
cand_0348,rescue_triage,pg_0348,1000,10,0.5,100,1,0,1,1,10,1,1.0,10,1,1,0,1,AB,990,9,-0.5,90,0,-1,1,0,False
cand_0349,policy_prevention,pg_0349,100,0,0.5,0,1,1,0,0,10,1,0.2,0,1,0,1,0,BA,90,-1,0.3,0,0,1,-1,0,False
cand_0350,direct_harm_tradeoff,pg_0350,1000,10,0.2,100,0,0,1,0,100,10,0.5,10,0,1,0,0,AB,900,0,-0.3,90,0,-1,1,0,False
cand_0351,rescue_triage,pg_0351,100,1,1.0,0,1,1,0,1,100,1,1.0,10,0,0,0,1,AB,0,0,0.0,-10,1,1,0,0,False
cand_0352,policy_prevention,pg_0352,1000,1,0.5,100,0,0,0,0,1000,10,1.0,100,0,0,0,1,BA,0,-9,-0.5,0,0,0,0,-1,False
cand_0353,direct_harm_tradeoff,pg_0353,100,0,0.5,0,0,0,0,0,100,1,0.2,10,1,1,1,1,AB,0,-1,0.3,-10,-1,-1,-1,-1,False
cand_0354,rescue_triage,pg_0354,1000,1,0.5,10,0,0,1,0,1000,10,0.2,100,1,0,0,1,AB,0,-9,0.3,-90,-1,0,1,-1,False
cand_0355,policy_prevention,pg_0355,100,10,0.2,0,0,1,0,0,10,0,0.5,10,0,0,0,0,AB,90,10,-0.3,-10,0,1,0,0,False
cand_0356,direct_harm_tradeoff,pg_0356,100,10,1.0,100,0,1,0,0,100,10,0.5,100,0,1,1,1,BA,0,0,0.5,0,0,0,-1,-1,False
cand_0357,rescue_triage,pg_0357,100,10,1.0,0,1,0,0,1,1000,1,0.2,10,0,1,0,0,AB,-900,9,0.8,-10,1,-1,0,1,False
cand_0358,policy_prevention,pg_0358,10,1,1.0,100,0,0,0,0,1000,10,0.2,100,1,1,0,1,AB,-990,-9,0.8,0,-1,-1,0,-1,False
cand_0359,direct_harm_tradeoff,pg_0359,10,10,0.5,100,0,1,0,0,100,10,1.0,0,1,1,0,0,AB,-90,0,-0.5,100,-1,0,0,0,False
cand_0360,rescue_triage,pg_0360,100,1,1.0,100,1,1,0,0,1000,10,1.0,100,0,1,1,1,AB,-900,-9,0.0,0,1,0,-1,-1,False
cand_0361,policy_prevention,pg_0361,1000,1,1.0,100,0,0,1,0,10,0,0.5,100,0,0,0,0,AB,990,1,0.5,0,0,0,1,0,False
cand_0362,direct_harm_tradeoff,pg_0362,1000,1,0.2,10,1,0,1,0,10,1,0.2,10,0,1,1,1,AB,990,0,0.0,0,1,-1,0,-1,False
cand_0363,rescue_triage,pg_0363,1000,1,0.2,0,1,1,0,0,100,10,1.0,0,0,0,1,1,AB,900,-9,-0.8,0,1,1,-1,-1,False
cand_0364,policy_prevention,pg_0364,10,1,0.5,0,0,1,1,0,1000,10,0.2,100,1,0,1,0,AB,-990,-9,0.3,-100,-1,1,0,0,False
cand_0365,direct_harm_tradeoff,pg_0365,1000,0,0.5,10,0,1,0,0,100,1,0.2,10,0,1,0,1,BA,900,-1,0.3,0,0,0,0,-1,False
cand_0366,rescue_triage,pg_0366,100,10,1.0,100,0,1,0,1,100,10,0.5,0,1,0,0,1,AB,0,0,0.5,100,-1,1,0,0,False
cand_0367,policy_prevention,pg_0367,100,10,0.5,10,1,0,1,1,1000,10,0.5,10,1,1,1,1,AB,-900,0,0.0,0,0,-1,0,0,False
cand_0368,direct_harm_tradeoff,pg_0368,100,10,0.2,0,0,0,0,0,10,1,0.5,100,0,1,0,1,BA,90,9,-0.3,-100,0,-1,0,-1,False
cand_0369,rescue_triage,pg_0369,1000,10,1.0,10,1,1,1,0,1000,1,0.5,100,1,0,0,0,AB,0,9,0.5,-90,0,1,1,0,False
cand_0370,policy_prevention,pg_0370,1000,10,1.0,100,0,0,0,0,100,1,0.2,0,0,1,1,0,BA,900,9,0.8,100,0,-1,-1,0,False
cand_0371,direct_harm_tradeoff,pg_0371,10,10,0.5,10,0,1,1,1,1000,10,1.0,100,0,1,0,1,BA,-990,0,-0.5,-90,0,0,1,0,False
cand_0372,rescue_triage,pg_0372,10,1,0.5,10,1,1,1,1,10,10,1.0,0,1,0,0,0,BA,0,-9,-0.5,10,0,1,1,1,False
cand_0373,policy_prevention,pg_0373,1000,10,0.2,0,0,1,1,1,100,10,0.2,0,1,0,0,0,BA,900,0,0.0,0,-1,1,1,1,False
cand_0374,direct_harm_tradeoff,pg_0374,100,10,0.2,100,1,1,0,0,100,1,0.5,100,0,0,1,1,BA,0,9,-0.3,0,1,1,-1,-1,False
cand_0375,rescue_triage,pg_0375,10,1,1.0,0,0,1,0,1,100,10,1.0,10,0,1,1,0,AB,-90,-9,0.0,-10,0,0,-1,1,False
cand_0376,policy_prevention,pg_0376,10,10,0.2,100,1,1,1,1,10,1,0.2,10,0,0,1,1,AB,0,9,0.0,90,1,1,0,0,False
cand_0377,direct_harm_tradeoff,pg_0377,10,1,0.2,10,1,0,1,0,100,10,1.0,100,0,0,0,1,BA,-90,-9,-0.8,-90,1,0,1,-1,False
cand_0378,rescue_triage,pg_0378,1000,1,1.0,100,1,1,1,0,10,10,1.0,100,0,1,1,1,AB,990,-9,0.0,0,1,0,0,-1,False
cand_0379,policy_prevention,pg_0379,10,1,0.5,10,0,0,1,0,1000,1,0.2,0,0,0,0,0,BA,-990,0,0.3,10,0,0,1,0,False
cand_0380,direct_harm_tradeoff,pg_0380,10,1,0.5,10,1,1,1,1,10,1,0.2,10,0,1,1,1,AB,0,0,0.3,0,1,0,0,0,False
cand_0381,rescue_triage,pg_0381,1000,0,1.0,100,0,0,0,0,10,1,0.2,100,0,0,1,1,AB,990,-1,0.8,0,0,0,-1,-1,False
cand_0382,policy_prevention,pg_0382,1000,10,0.2,100,0,0,0,1,1000,10,0.2,10,1,0,1,1,AB,0,0,0.0,90,-1,0,-1,0,False
cand_0383,direct_harm_tradeoff,pg_0383,1000,10,0.5,100,1,1,0,0,100,1,1.0,10,1,1,1,0,BA,900,9,-0.5,90,0,0,-1,0,False
cand_0384,rescue_triage,pg_0384,1000,0,1.0,100,0,1,0,0,1000,10,0.5,100,0,0,1,0,BA,0,-10,0.5,0,0,1,-1,0,False
cand_0385,policy_prevention,pg_0385,10,10,1.0,0,1,1,1,0,100,10,0.5,100,1,0,1,0,AB,-90,0,0.5,-100,0,1,0,0,False
cand_0386,direct_harm_tradeoff,pg_0386,1000,0,0.2,100,1,1,0,0,1000,1,1.0,10,1,1,1,0,BA,0,-1,-0.8,90,0,0,-1,0,False
cand_0387,rescue_triage,pg_0387,10,1,0.5,100,0,1,0,0,1000,10,0.5,0,1,1,0,0,BA,-990,-9,0.0,100,-1,0,0,0,False
cand_0388,policy_prevention,pg_0388,10,10,1.0,100,1,0,0,1,10,10,1.0,100,0,0,0,1,BA,0,0,0.0,0,1,0,0,0,False
cand_0389,direct_harm_tradeoff,pg_0389,1000,1,0.2,100,1,0,0,0,10,10,0.2,10,1,1,0,0,BA,990,-9,0.0,90,0,-1,0,0,False
cand_0390,rescue_triage,pg_0390,1000,10,0.5,100,0,1,0,0,1000,10,0.2,100,1,1,0,1,BA,0,0,0.3,0,-1,0,0,-1,False
cand_0391,policy_prevention,pg_0391,1000,10,0.5,0,1,1,0,1,1000,10,1.0,10,0,0,1,1,BA,0,0,-0.5,-10,1,1,-1,0,False
cand_0392,direct_harm_tradeoff,pg_0392,10,10,0.2,0,1,1,1,0,1000,0,1.0,10,1,1,0,0,AB,-990,10,-0.8,-10,0,0,1,0,False
cand_0393,rescue_triage,pg_0393,100,10,0.5,100,1,0,1,1,100,1,0.2,0,1,1,1,1,AB,0,9,0.3,100,0,-1,0,0,False
cand_0394,policy_prevention,pg_0394,100,10,0.5,10,0,0,0,1,100,10,1.0,10,0,0,1,1,AB,0,0,-0.5,0,0,0,-1,0,False
cand_0395,direct_harm_tradeoff,pg_0395,10,10,1.0,0,1,0,1,1,10,10,0.2,100,1,1,1,0,BA,0,0,0.8,-100,0,-1,0,1,False
cand_0396,rescue_triage,pg_0396,10,10,0.5,100,0,0,1,1,10,1,1.0,100,1,0,1,1,BA,0,9,-0.5,0,-1,0,0,0,False
cand_0397,policy_prevention,pg_0397,10,10,0.5,100,1,0,0,0,1000,1,1.0,0,1,0,1,1,AB,-990,9,-0.5,100,0,0,-1,-1,False
cand_0398,direct_harm_tradeoff,pg_0398,100,1,0.2,0,1,1,0,0,1000,1,0.2,10,1,0,0,1,BA,-900,0,0.0,-10,0,1,0,-1,False
cand_0399,rescue_triage,pg_0399,10,10,0.2,0,1,1,1,1,10,1,0.2,100,0,0,1,1,BA,0,9,0.0,-100,1,1,0,0,False
cand_0400,policy_prevention,pg_0400,100,10,0.5,0,1,1,1,1,10,1,0.2,0,0,1,0,1,AB,90,9,0.3,0,1,0,1,0,False
cand_0401,direct_harm_tradeoff,pg_0401,100,1,0.2,0,0,1,1,1,1000,10,1.0,100,1,1,1,0,AB,-900,-9,-0.8,-100,-1,0,0,1,False
cand_0402,rescue_triage,pg_0402,1000,10,0.5,10,1,0,0,1,10,1,0.5,0,0,1,1,1,AB,990,9,0.0,10,1,-1,-1,0,False
cand_0403,policy_prevention,pg_0403,1000,1,1.0,100,0,0,0,1,1000,10,0.5,0,1,0,0,1,BA,0,-9,0.5,100,-1,0,0,0,False
cand_0404,direct_harm_tradeoff,pg_0404,1000,10,0.5,10,0,0,0,0,10,1,0.2,100,0,0,1,0,BA,990,9,0.3,-90,0,0,-1,0,False
cand_0405,rescue_triage,pg_0405,10,10,0.2,100,0,0,1,1,10,10,0.5,0,1,1,1,0,BA,0,0,-0.3,100,-1,-1,0,1,False
cand_0406,policy_prevention,pg_0406,10,10,0.2,0,0,0,0,1,100,10,1.0,100,1,0,1,1,AB,-90,0,-0.8,-100,-1,0,-1,0,False
cand_0407,direct_harm_tradeoff,pg_0407,100,10,0.2,10,1,0,1,0,10,1,0.5,100,0,1,0,0,AB,90,9,-0.3,-90,1,-1,1,0,False
cand_0408,rescue_triage,pg_0408,100,1,0.5,100,0,0,0,0,100,1,1.0,100,1,0,1,1,BA,0,0,-0.5,0,-1,0,-1,-1,False
cand_0409,policy_prevention,pg_0409,1000,1,0.2,10,1,0,0,0,100,10,1.0,10,1,1,0,1,BA,900,-9,-0.8,0,0,-1,0,-1,False
cand_0410,direct_harm_tradeoff,pg_0410,10,1,0.2,0,1,0,0,1,1000,10,1.0,10,0,0,0,1,AB,-990,-9,-0.8,-10,1,0,0,0,False
cand_0411,rescue_triage,pg_0411,10,10,1.0,0,0,0,0,0,100,1,0.2,10,0,1,0,1,AB,-90,9,0.8,-10,0,-1,0,-1,False
cand_0412,policy_prevention,pg_0412,10,10,1.0,100,0,0,1,1,1000,1,0.2,0,1,1,0,0,BA,-990,9,0.8,100,-1,-1,1,1,False
cand_0413,direct_harm_tradeoff,pg_0413,1000,10,0.2,10,0,1,1,0,1000,1,0.5,0,1,0,0,0,AB,0,9,-0.3,10,-1,1,1,0,False
cand_0414,rescue_triage,pg_0414,10,1,0.5,10,1,0,0,0,100,1,0.5,0,1,1,0,0,BA,-90,0,0.0,10,0,-1,0,0,False
cand_0415,policy_prevention,pg_0415,10,10,0.5,0,1,0,1,0,10,1,0.2,100,1,0,1,0,BA,0,9,0.3,-100,0,0,0,0,False
cand_0416,direct_harm_tradeoff,pg_0416,1000,10,0.2,100,0,0,1,0,10,0,1.0,10,1,1,0,0,AB,990,10,-0.8,90,-1,-1,1,0,False
cand_0417,rescue_triage,pg_0417,10,10,1.0,0,1,1,1,0,100,1,1.0,10,0,0,1,1,AB,-90,9,0.0,-10,1,1,0,-1,False
cand_0418,policy_prevention,pg_0418,100,1,0.5,100,0,1,0,0,10,0,0.5,10,0,1,0,0,AB,90,1,0.0,90,0,0,0,0,False
cand_0419,direct_harm_tradeoff,pg_0419,10,0,0.5,100,0,1,0,0,1000,1,1.0,0,1,0,1,1,BA,-990,-1,-0.5,100,-1,1,-1,-1,False
cand_0420,rescue_triage,pg_0420,100,1,1.0,100,1,1,0,0,100,1,1.0,10,1,0,1,0,BA,0,0,0.0,90,0,1,-1,0,False
cand_0421,policy_prevention,pg_0421,10,0,0.5,0,1,0,0,0,10,0,1.0,10,1,0,0,0,AB,0,0,-0.5,-10,0,0,0,0,False
cand_0422,direct_harm_tradeoff,pg_0422,100,1,1.0,100,0,0,1,1,1000,0,0.5,100,1,1,0,0,AB,-900,1,0.5,0,-1,-1,1,1,False
cand_0423,rescue_triage,pg_0423,10,1,1.0,10,0,1,0,1,100,1,0.5,10,1,1,0,1,BA,-90,0,0.5,0,-1,0,0,0,False
cand_0424,policy_prevention,pg_0424,10,10,1.0,10,0,0,0,0,100,0,0.2,100,1,1,0,0,AB,-90,10,0.8,-90,-1,-1,0,0,False
cand_0425,direct_harm_tradeoff,pg_0425,100,10,0.5,100,1,0,1,0,10,1,1.0,10,1,1,1,0,BA,90,9,-0.5,90,0,-1,0,0,False
cand_0426,rescue_triage,pg_0426,1000,10,0.5,100,1,1,1,0,10,1,0.2,0,1,0,1,0,AB,990,9,0.3,100,0,1,0,0,False
cand_0427,policy_prevention,pg_0427,10,1,0.5,10,0,0,1,0,10,1,0.5,100,0,0,1,1,BA,0,0,0.0,-90,0,0,0,-1,False
cand_0428,direct_harm_tradeoff,pg_0428,1000,1,1.0,0,0,0,1,0,10,1,0.2,100,0,0,0,1,BA,990,0,0.8,-100,0,0,1,-1,False
cand_0429,rescue_triage,pg_0429,10,1,0.5,100,1,0,0,0,100,1,0.2,0,0,1,0,1,AB,-90,0,0.3,100,1,-1,0,-1,False
cand_0430,policy_prevention,pg_0430,10,1,0.5,100,1,1,0,1,1000,1,1.0,10,1,1,1,0,BA,-990,0,-0.5,90,0,0,-1,1,False
cand_0431,direct_harm_tradeoff,pg_0431,1000,10,0.5,100,0,1,1,0,1000,1,1.0,10,1,0,1,1,AB,0,9,-0.5,90,-1,1,0,-1,False
cand_0432,rescue_triage,pg_0432,100,10,0.5,10,1,1,1,1,10,1,1.0,100,1,1,1,0,BA,90,9,-0.5,-90,0,0,0,1,False
cand_0433,policy_prevention,pg_0433,1000,10,0.5,10,1,0,1,0,10,10,0.5,100,0,1,1,0,BA,990,0,0.0,-90,1,-1,0,0,False
cand_0434,direct_harm_tradeoff,pg_0434,10,0,0.2,0,1,0,0,0,100,10,0.2,0,1,1,1,0,BA,-90,-10,0.0,0,0,-1,-1,0,False
cand_0435,rescue_triage,pg_0435,100,0,0.5,0,0,0,0,0,1000,0,0.5,0,1,0,0,0,AB,-900,0,0.0,0,-1,0,0,0,False
cand_0436,policy_prevention,pg_0436,100,1,1.0,0,1,1,1,1,10,0,0.5,10,0,0,0,0,BA,90,1,0.5,-10,1,1,1,1,False
cand_0437,direct_harm_tradeoff,pg_0437,100,10,0.5,100,0,0,1,0,10,10,0.5,0,0,0,0,1,AB,90,0,0.0,100,0,0,1,-1,False
cand_0438,rescue_triage,pg_0438,10,1,0.2,10,1,0,1,1,100,1,1.0,0,0,1,0,0,AB,-90,0,-0.8,10,1,-1,1,1,False
cand_0439,policy_prevention,pg_0439,100,1,0.2,0,0,1,1,1,100,10,0.2,0,1,0,1,1,BA,0,-9,0.0,0,-1,1,0,0,False
cand_0440,direct_harm_tradeoff,pg_0440,10,0,0.2,0,1,1,0,0,10,1,1.0,100,0,0,1,1,BA,0,-1,-0.8,-100,1,1,-1,-1,False
cand_0441,rescue_triage,pg_0441,1000,1,0.2,0,0,0,0,0,10,1,0.5,10,1,1,1,0,BA,990,0,-0.3,-10,-1,-1,-1,0,False
cand_0442,policy_prevention,pg_0442,1000,1,0.5,10,0,0,1,1,100,1,0.2,100,1,0,0,1,BA,900,0,0.3,-90,-1,0,1,0,False
cand_0443,direct_harm_tradeoff,pg_0443,100,0,0.2,0,1,0,0,0,10,1,1.0,100,0,1,1,0,BA,90,-1,-0.8,-100,1,-1,-1,0,False
cand_0444,rescue_triage,pg_0444,100,1,0.2,10,1,0,0,1,10,1,1.0,0,1,1,0,1,BA,90,0,-0.8,10,0,-1,0,0,False
cand_0445,policy_prevention,pg_0445,1000,10,0.2,0,0,1,0,0,10,0,1.0,100,0,0,0,0,AB,990,10,-0.8,-100,0,1,0,0,False
cand_0446,direct_harm_tradeoff,pg_0446,100,1,1.0,0,0,0,1,1,10,1,0.5,100,0,1,0,0,AB,90,0,0.5,-100,0,-1,1,1,False
cand_0447,rescue_triage,pg_0447,100,10,1.0,10,1,1,0,0,1000,1,1.0,0,1,0,1,0,AB,-900,9,0.0,10,0,1,-1,0,False
cand_0448,policy_prevention,pg_0448,1000,10,0.5,0,0,1,0,0,100,10,0.5,10,0,1,1,1,AB,900,0,0.0,-10,0,0,-1,-1,False
cand_0449,direct_harm_tradeoff,pg_0449,1000,1,0.2,10,1,1,1,0,1000,1,1.0,100,1,1,1,1,BA,0,0,-0.8,-90,0,0,0,-1,False
cand_0450,rescue_triage,pg_0450,100,1,0.2,10,0,0,1,1,100,10,0.5,100,0,0,1,0,AB,0,-9,-0.3,-90,0,0,0,1,False
cand_0451,policy_prevention,pg_0451,10,1,1.0,10,0,0,1,0,1000,1,1.0,0,0,0,0,0,BA,-990,0,0.0,10,0,0,1,0,False
cand_0452,direct_harm_tradeoff,pg_0452,1000,0,0.2,100,0,0,0,0,100,1,1.0,0,1,0,0,1,BA,900,-1,-0.8,100,-1,0,0,-1,False
cand_0453,rescue_triage,pg_0453,10,1,1.0,100,0,0,0,0,100,0,0.5,100,1,0,0,0,AB,-90,1,0.5,0,-1,0,0,0,False
cand_0454,policy_prevention,pg_0454,100,1,0.2,10,1,1,1,1,1000,10,0.5,10,1,1,0,1,BA,-900,-9,-0.3,0,0,0,1,0,False
cand_0455,direct_harm_tradeoff,pg_0455,1000,10,0.2,100,0,0,1,0,1000,1,0.2,100,0,1,0,0,AB,0,9,0.0,0,0,-1,1,0,False
cand_0456,rescue_triage,pg_0456,1000,1,0.2,10,1,1,1,0,1000,10,1.0,10,0,1,0,0,AB,0,-9,-0.8,0,1,0,1,0,False
cand_0457,policy_prevention,pg_0457,100,1,1.0,0,1,1,1,1,100,1,0.5,0,1,1,1,1,BA,0,0,0.5,0,0,0,0,0,False
cand_0458,direct_harm_tradeoff,pg_0458,1000,1,0.2,10,0,1,1,0,100,10,0.2,100,0,1,0,1,AB,900,-9,0.0,-90,0,0,1,-1,False
cand_0459,rescue_triage,pg_0459,100,10,1.0,100,0,0,0,0,10,10,1.0,100,0,0,0,0,AB,90,0,0.0,0,0,0,0,0,False
cand_0460,policy_prevention,pg_0460,1000,1,0.2,10,1,0,1,0,1000,1,1.0,10,0,0,1,0,BA,0,0,-0.8,0,1,0,0,0,False
cand_0461,direct_harm_tradeoff,pg_0461,100,10,0.2,10,1,1,0,0,100,0,0.2,100,0,0,0,0,AB,0,10,0.0,-90,1,1,0,0,False
cand_0462,rescue_triage,pg_0462,1000,1,0.2,10,1,1,0,1,100,10,1.0,0,0,1,0,0,BA,900,-9,-0.8,10,1,0,0,1,False
cand_0463,policy_prevention,pg_0463,1000,1,0.2,10,1,1,1,1,1000,10,0.5,0,1,0,0,0,AB,0,-9,-0.3,10,0,1,1,1,False
cand_0464,direct_harm_tradeoff,pg_0464,10,10,0.5,0,1,1,1,1,100,1,0.2,0,1,0,0,0,BA,-90,9,0.3,0,0,1,1,1,False
cand_0465,rescue_triage,pg_0465,10,10,0.5,100,1,0,0,1,100,10,1.0,100,0,1,0,1,BA,-90,0,-0.5,0,1,-1,0,0,False
cand_0466,policy_prevention,pg_0466,1000,10,1.0,0,1,0,0,1,100,0,0.2,10,0,0,0,0,AB,900,10,0.8,-10,1,0,0,1,False
cand_0467,direct_harm_tradeoff,pg_0467,10,10,1.0,0,1,1,0,0,10,1,0.5,10,0,1,1,1,BA,0,9,0.5,-10,1,0,-1,-1,False
cand_0468,rescue_triage,pg_0468,1000,10,1.0,0,0,1,1,1,100,0,0.5,10,1,0,0,0,AB,900,10,0.5,-10,-1,1,1,1,False
cand_0469,policy_prevention,pg_0469,1000,1,0.2,0,0,0,1,1,100,10,0.2,0,1,0,0,1,BA,900,-9,0.0,0,-1,0,1,0,False
cand_0470,direct_harm_tradeoff,pg_0470,100,1,1.0,10,0,0,1,0,10,10,0.2,100,1,1,0,1,BA,90,-9,0.8,-90,-1,-1,1,-1,False
cand_0471,rescue_triage,pg_0471,1000,10,1.0,0,1,0,0,1,1000,10,0.5,0,0,0,1,0,BA,0,0,0.5,0,1,0,-1,1,False
cand_0472,policy_prevention,pg_0472,1000,10,1.0,100,0,1,1,0,10,0,0.5,10,0,1,0,0,BA,990,10,0.5,90,0,0,1,0,False
cand_0473,direct_harm_tradeoff,pg_0473,1000,1,0.5,100,1,0,0,1,100,0,0.5,10,1,1,0,0,BA,900,1,0.0,90,0,-1,0,1,False
cand_0474,rescue_triage,pg_0474,1000,10,0.2,100,1,0,1,0,100,10,0.2,10,1,1,1,0,AB,900,0,0.0,90,0,-1,0,0,False
cand_0475,policy_prevention,pg_0475,1000,10,0.2,10,1,1,1,1,100,10,0.2,0,1,0,0,1,AB,900,0,0.0,10,0,1,1,0,False
cand_0476,direct_harm_tradeoff,pg_0476,10,1,0.5,0,0,0,1,1,1000,1,1.0,0,0,0,0,0,AB,-990,0,-0.5,0,0,0,1,1,False
cand_0477,rescue_triage,pg_0477,10,1,1.0,10,0,1,1,1,100,1,0.2,10,1,0,1,1,AB,-90,0,0.8,0,-1,1,0,0,False
cand_0478,policy_prevention,pg_0478,100,10,0.2,0,1,1,1,1,1000,1,0.2,0,1,0,1,1,AB,-900,9,0.0,0,0,1,0,0,False
cand_0479,direct_harm_tradeoff,pg_0479,1000,1,1.0,100,0,1,0,1,1000,1,1.0,100,0,0,1,0,AB,0,0,0.0,0,0,1,-1,1,False
cand_0480,rescue_triage,pg_0480,1000,1,0.5,100,1,1,1,0,100,10,0.2,0,1,1,0,0,AB,900,-9,0.3,100,0,0,1,0,False
cand_0481,policy_prevention,pg_0481,10,1,0.5,0,0,0,1,0,100,1,0.5,10,0,0,1,1,BA,-90,0,0.0,-10,0,0,0,-1,False
cand_0482,direct_harm_tradeoff,pg_0482,10,10,0.2,10,0,1,1,1,1000,10,1.0,0,0,0,1,1,BA,-990,0,-0.8,10,0,1,0,0,False
cand_0483,rescue_triage,pg_0483,1000,1,0.2,10,0,0,1,0,1000,1,1.0,0,0,1,0,0,AB,0,0,-0.8,10,0,-1,1,0,False
cand_0484,policy_prevention,pg_0484,1000,10,0.5,0,0,1,1,0,100,10,0.5,0,0,0,1,0,BA,900,0,0.0,0,0,1,0,0,False
cand_0485,direct_harm_tradeoff,pg_0485,100,1,0.5,10,1,1,1,0,100,1,0.5,0,0,0,0,0,BA,0,0,0.0,10,1,1,1,0,False
cand_0486,rescue_triage,pg_0486,100,10,1.0,0,1,0,1,0,1000,10,1.0,10,1,0,0,0,BA,-900,0,0.0,-10,0,0,1,0,False
cand_0487,policy_prevention,pg_0487,10,1,0.2,10,0,1,1,0,10,1,0.2,0,1,0,0,1,BA,0,0,0.0,10,-1,1,1,-1,False
cand_0488,direct_harm_tradeoff,pg_0488,10,1,1.0,100,1,1,1,0,1000,1,0.5,10,1,1,0,1,AB,-990,0,0.5,90,0,0,1,-1,False
cand_0489,rescue_triage,pg_0489,1000,10,0.5,10,0,0,1,0,100,1,1.0,0,0,0,1,0,AB,900,9,-0.5,10,0,0,0,0,False
cand_0490,policy_prevention,pg_0490,100,10,0.2,10,1,1,1,1,10,1,0.5,10,0,0,1,1,BA,90,9,-0.3,0,1,1,0,0,False
